Urdu,Roman-Urdu
فصاحت,Fasih
فصاحت سے,fasahat
حوصلہ افزائی,sheh
اہمیت,rehbar Muazzam inqilab islami
نامور,mumtaz
ہمدردی,hamdardi
بااختیار,ko baikhtiar bananay
بااختیار بنانا,empowerment
جادو,rujhana
جادو,jaadoo
دلکشی سے,enchantingly
حوصلہ افزائی کریں,hosla afzai
حوصلہ افزائی,hosla afzai
حوصلہ افزا,hosla afzaa
حوصلہ افزائی,hosla afzai
پردہ,endear
محبت,iltifaat
تصدیق کریں,ki toseeq
توثیق کی گئی,toseeq
تصدیق,toseeq
توثیق,ki toseeq
توثیق,ki toseeq
حوصلہ افزائی کریں,taqwiyat
موثر توانائی,mo-asar tawanai
توانائی کی بچت,tawanai ki bachat
مشغول,kashish
دل چسپ,dil lagi
بڑھانا,izafah
بہتر,behtar
اضافہ,izafah
اضافہ,izafah
لطف اٹھائیں,se lutaf andoz
خوشگوار,enjoyably
لطف اٹھایا,ka lutaf uthaya
لطف اٹھا رہا ہے,se lutaf andoz
لطف اٹھانا,lutaf andozi
لطف اٹھاتا ہے,haasil
روشن کریں,roshan
روشن خیالی,roshan khayaali
روشن,jaan daal
کافی,kaafi
اندراج,enrapt
انرپریشن,enrapture
اینروپچرڈ,enraptured
افزودہ,ghanni
افزودگی,afzodgi
تفریح,tafreeh
دل لگی,dil lagi
تفریح,tafreeh
اینٹی رال,ghulam banana
اینٹی رال,ghulam banana
منحرف,magan
پرجوش,josh
جوش,josh o kharosh
جوش و خروش,sargaram
پرجوش,hosla afzai
جوش و خروش سے,garam joshi
دلکش,amaada
دلکش,farifta
لالچ,libaas
دلکشی سے,enticingly
داخل,se entranced
داخل کرنا,entrancing ki
سپرد کریں,supurd
قابل رشک,qabil rashk
رشک کے ساتھ,enviably
حسد,rashk
حسد سے,enviously
حسد,enviousness
حسد,hasad
مساوی,munsifana
ergonomical,ergonomical
غلطی سے پاک,ghalti se pak
ایروڈائٹ,pandit
اخلاقی,ikhlaqi
افوریا,hosla afzai
خوشی,mehsoor kun
خوشگوار طور پر,euphorically
تشخیصی,jhanchne
یکساں طور پر,yaksaa tor par
واقعہ,waqeat se bharpoor
لازوال,hamesha
Exalt,tasbeeh
بلٹیشن,exaltation ke
بلند,buland
بلندی سے,exaltedly
بلینٹی سے,exaltingly
مثال,examplar
مثال کے طور پر,examplary
ڈک,excallent
تجاوز کریں,hadd se tajawaz
تجاوز کر گئی,se tajawaz kar gayi
حد سے تجاوز کرنا,tajawaz
حد سے زیادہ,nihayat
حد سے تجاوز,se tajawaz
ایکسل,excel
ایکسلڈ,exceled
عمدہ,excelent ka
عمدہ,excellant
فضیلت,shandaar karkardagi
فضیلت,ayksi linsi
عمدہ,behtareen
عمدہ طور پر,shandaar
ایکسل,Faiq
غیر معمولی,ghair mamooli
غیر معمولی,ghair mamooli
بہت پرجوش,bohat pur josh
جوش و خروش سے,hosla afzai
پرجوش,excitedness
جوش و خروش,josh o kharosh
دلچسپ,dilchasp
دلچسپ بات,excitingly
حیرت انگیز,shandaar
مثال,namona
مثالی,misali
خوشی,exhilarate
خوش کن,behtar
خوشی سے,exhilaratingly
خوشی,Parah
معافی,haq bahaal
وسعت بخش,wasee
تیزی سے,taizi se
مہارت سے,mahaarat
شاندار,shandaar
شاندار طور پر,exquisitely design
ancesol,barayi
ایکسٹول,extoll
غیر معمولی,ghair mamooli
غیر معمولی,ghair mamooli
خوش کن,pur josh
خوشی سے,exuberantly
ایکٹ,baagh baagh
ایکسٹنٹ,itranay
خوشی,khushi ke ehsas
خوشی سے,exultingly
چشم کشا,aankhh ko pakarney
چشم کشا,aankhh ko pakarney
آئی کیچ,eyecatch
آنکھ پکڑ رہی ہے,eyecatching
حیرت انگیز,shandaar
شاندار طریقے سے,bohat hi
سہولت,sahoolat
منصفانہ,munsifana
منصفانہ,kaafi
انصاف پسندی,janibdari
ایمان,imaan
وفادار,wafadar
وفاداری کے ساتھ,haqeeqat
وفاداری,wafadaari
شہرت,shohrat
مشہور,mashhoor
مشہور,mashhoor
مشہور,mashhoor
fancier,achay
دلچسپ,fancinating
فینسی,pasand
پرستار,purastaar
تصوراتی ، بہترین,"tasaworati, behtareen"
حیرت انگیز طور پر,shandaar andaaz
گرویدہ کرنا,moht
دلچسپ,dilchasp
دلکشی سے,fascinatingly
فلسینیشن,tavajja
فیشن,fashion
فیشن کے ساتھ,fashionably kapray
تیز,taizi
تیزی سےبڑھتاہوا,taizi se barhti hui
تیز رفتار,taiz raftaar
تیز تر,taizi
تیز ترین,sab se taizi se
تیزی سے بڑھتی ہوئی,sab se taiz raftaar se barhti hui
بے عیب,be nuqs
fav,pasandeeda
fave,ki fave
احسان,ki himayat
سازگار,sazgaar
پسندیدہ,ikhtiyar
پسندیدہ,pasandeeda
پسندیدہ,pasand
احسان,ki himayat
بے خوف,nidar
بے خوف,nidar
ممکن,mumkin
ممکنہ طور پر,feasibly
کارنامہ,karname
خصوصیت سے مالا مال,ko numaya karen Ameer
felicacous,fecilitous
feisty,feisty
خوشی,satkar
felicacous,felicitous
felicity,kamyabi
زرخیز,zarkhaiz
پُرجوش,shoqeen
بھرپور طریقے سے,chuko
freveidly,fervidly
جوش,josh
تہوار,tehwar
مخلص,mukhlis
فائر,aag
ٹھیک,theek
ٹھیک نظر آرہا ہے,theek lag
باریک,patli
ٹھیک ہے,finer ki
بہترین,behtareen
مضبوط,mazboot
پہلا درجہ,pehla darja
پہلی کلاس,pehlay mein class
پہلی قیمت,pehlay ki sharah
چمکدار,chamak daar
چاپلوسی,chaploosi
چاپلوسی,chaploosi
چاپلوسی سے,flatteringly
بے عیب,be aib
بے عیب,be aib
لچک,lachak
لچکدار,lachak dar
پھل پھول,panpanay
پھل پھول رہا ہے,phal phool
روانی,ravani
پھڑپھڑاتے ہیں,lehrana
شوق,shoq
شوق سے,pyar
فول پروف,faul proof
سب سے اہم,pehlay
مضبوط,mazboot
پختگی,tahhaamul
خوش قسمتی سے,achanak
خوش قسمت,khush qismat
خوش قسمتی سے,khush qismati se
خوش قسمتی,khush qismati
خوشبودار,khushbodar
مفت,muft
آزاد,azad
آزادی,azaadi
آزادی,azaadi
تازه,taaza
تازہ,aik fresher
تازہ ترین,taaza
دوستی,dostana
دوستانہ,dostana
frolic,khalandra
نتیجہ خیز,nateeja khaiz
ftw,ftw
تکمیل,takmeel
مزہ,maza
مستقبل,futurestic
مستقبل,mustaqbil
گیلی,gaily
حاصل کرنا,faida
حاصل کیا,haasil
فائدہ مند,gainfully
حاصل کرنا,haasil
فوائد,fawaid
گیلنٹ,bahadur
گیلے طور پر,bahaduri
گورور,werzish
گیکیان,geekier
گیک,ne geeky
منی,money
جواہرات,jawahraat
سخاوت,sakhavat
بے لوث,adar
دل کھول کر,dil khol kar
جنیئل,milansaar
نرمی,naram
نرمی سے,naram tareen
حقیقی,haqeeqi
تحفے,tohfay
خوشی,khushi
گلیڈن,khush karna
خوشی سے,khushi
خوشی,Haresh
گلیمرس,glamorous
خوشی,lutaf
انتہا پسندی کی خوشی,mein gleeful
خوشی سے,khushi
گلیمر,kiran
چمکنے والی,glimmering
گلسٹین,chamakna
چمکتا ہوا,ke glistening
چمک,chamak
گلٹز,glitz ke
تسبیح,tasbeeh
شاندار,shandaar
شان سے,shandaar
شان,jalal
چمک,chamak
چمکتا ہوا,chamak
چمکتے ہوئے,ke glowingly
خدا عطا,khudadad
خدا کا سینڈ,khuda bhejen
خدا کی طرح,godlike
گاڈسینڈ,Nemat ghair mtrqb_h
سونا,sonay
سنہری,golden
اچھی,acha
اچھی طرح سے,umdah
نیکی,neki
نیک نیتی,kher sgali
گوڈ,goood
گوڈ,gooood
خوبصورت,khobsorat
خوبصورتی سے,shandaar
فضل,fazl
خوبصورت,mukaram
فضل سے,usay gracefully
احسان مند,ahsaan
فضل سے,krpa
احسان,krpa
عظیم الشان,grand
شکر گزار,shukar
شکر گزار,aabar
راضی,masroor
gratifes,gratifies
gratify,taskeen
خوش کن,itminan
خوشی سے,gratifyingly
شکرگزاری,tshkr
زبردست,azeem
سب سے بڑا,sab se bara
عظمت,Azmat
مسکراہٹ,muskurahat
گراؤنڈ بریکنگ,awleen
ضمانت,is baat ki zamanat
رہنمائی,rahnumai
بے قصور,bignah
Gution,aqal Saleem
گش,oh
چاہتے ہیں,josh
ہمت,ke gutsy
اولے,talluq
ہالسیون,halcyon ka
گھر,hil
ہال مارک,shanakht
ہال مارک,turah imtiaz
مقدس,muqaddas
ہینڈیئر,handier
آسانی سے,handily ka
ہاتھ نیچے کرنا,haath neechay karna
خوبصورت,khobsorat
خوبصورت,acha
آسان,aasaan
خوشی,khushi
خوشی کی بات ہے,khushi
خوشی,khushi
خوش,mubarak
محنتی,mehnati
سخت,hardier
سخت,hardi
بے ضرر,koi nuqsaan nahi pohanchati
ہم آہنگی,hum ahangi
ہم آہنگی سے,meethi
ہم آہنگی,hum aahang
ہم آہنگی,hum ahangi
پیشرفت,paish Raft
شفا بخش,Shifa
صحت مند,sahet
صحت مند,sahet
دل,hearten
دل,hosla Afza
دلی,dil ki gehraion se
دل سے,dil
دل دہلا دینے والا,heartwarming
جنت,aasman
آسمانی,aasmani
مدد کی,madad
مددگار,madadgaar
مدد,madad
ہیرو,hero
بہادر,bahadur
بہادری سے,bahaduri
ہیرویز,heroize
ہیروس,hero
اعلی معیار,Alla miyaar
اعلی حوصلہ افزائی,Alla josheelaa
مزاحیہ,mazahiy
مقدس,muqaddas
ایماندار,imandaar
ایمانداری,imandari
عزت,ghairat ke naam par
معزز,Muaziz
اعزاز,qader
اعزاز,ehtram
ہورے,harey
امید ہے,umeed
مہمان نواز,mehman
گرم,"garam, shehwat angaiz"
گرم کیک,hotcake
گرم کیک,garam cake
سب سے گرم,sab se ziyada garam
گلے,gilaay
انسانی,insani
عاجز,shaista
عاجزی,aajzi
مزاح,mazahiy
مزاحیہ انداز میں,humorously
مزاح,mazahiy
مضحکہ خیز,humourous
مثالی,misali
مثالی بنائیں,idealize
مثالی طور پر,misali tor par
بت,buut
idisize,pujari
بتدریج,se idolized
idyllic,ke idyllic
روشن کریں,roshan
ایلومیناتی,illuminati ki
روشن,roshan
روشن,roshan
مشہور,naamwar
شہر,ilu
بے داغ,imaculate
بے عیب,apkee
بے عیب,immaculately ke
بے حد,bohat ziyada
غیر جانبدار,ghair janabdaar
غیر جانبداری,ghair janibdari
غیر جانبدارانہ طور پر,ghair janbdaranh
متاثر کن,josh
ناقابل معافی,masoom
بے عیب,ko impeccably
اہم,ahem
متاثر کرنا,mutasir
متاثر,mutasir
متاثر کرتا ہے,mutasir
متاثر کن,mutasir kin
متاثر کن طور پر,mo-asar
تاثیر,impressiveness
بہتر بنائیں,ko behtar bananay ke
بہتر,behtar
بہتری,behtari
بہتری,behtari
بہتری لاتا ہے,behtar
بہتری,ko behtar bananay ke
ناقابل یقین,na qabil yaqeen
حیرت انگیز طور پر,na qabil yaqeen hadd taq
مقروض,shukar guzar
انفرادیت,infiradi
لذت,askati
غیر یقینی,inestimably
سستا,sasta
عدم استحکام,asmat
ناقابل فہم,masoom
infallyly,asmat
بااثر,ba asar
ذہین,hooshiyar
آسانی سے,chalaki
آسانی,aasani
ذہین,mein ingenuous
آسانی سے,ingenuously
معصوم,masoom
بدعت,jiddat
جدید,jadeed
inpressed,inpressed
بصیرت انگیز,baseerat shoaar
بصیرت سے,insightfully
متاثر کن,mutasir kin
حوصلہ افزائی,hosla afzai
متاثر کن,mutasir kin
فوری طور پر,fori tor par
آلہ کار,ahem kirdaar
لازمی,atot
ضم,zam
ذہانت,intelli jins
ذہین,zaheen
قابل فہم,feham
دلچسپ,dilchasp
مفادات,mafadaat
مباشرت,mubashrat
پیچیدہ,paicheeda
سازش,saazish
دلچسپ,dilchasp
دلچسپ,dilchasp
بدیہی,Badehi
انمول,anmol
invalulyly,invaluablely
اختراع,akhtraay
متحرک,mazboot
متحرک,qowat
ناقابل تسخیر,na qabil faskh
inviolate,inviolate
ناقابل تلافی,ke irreplaceable
ناقابل تلافی,irreproachable
ناقابل تلافی,ghalib
ایشو فری,masla free
ہمت ہارنا، پنچہ ڈھیلا کرنا، مات کھانا، بہت تھک جانا,jabray droping
jollify,jollify
جولی,bohat
خوشی,chanchal
خوشی,khushi
خوشی سے,khushi
خوشی,khushi
خوشی سے,khushi
خوشی,khush
خوشی سے,jubilantly mein
جوبیلیٹ,se jubilate
خوشی,khushi
سالگرہ,jubiliant
انصاف پسند,munsifana
منصفانہ طور پر,insaaf
گہری,gehri
گہری,barabari
بچے دوستانہ,bachay dostana
مہربانی,kindliness
برائے مہربانی,husn muashrat aur acha
مہربانی,ahsaan
جاننے والا,ilm
بڑی صلاحیت,barray salahiyat
لاؤڈ,tareef
تعریف کے ساتھ,laudably
شاہانہ,shahana
شاہانہ طور پر,aaraam
قانون کی پاسداری,qanoon ko maan-ne
قانونی,halal
قانونی طور پر,qanooni tor par
لیڈ,qayadat
معروف,qayadat
لیڈز,lidz
دبلی پتلی,dubli patli
ایل. ای. ڈی,ail. e. d
افسانوی,afsanwi
بیعانہ,beyana
لیویٹی,se levity
آزاد کریں,azad karanay
آزادی,azaadi
آزادی,liberty
زندگی بچانے والا,lifesaver ki
ہلکا دل,roshni dil
ہلکا,lighter
لائیکبل,par likable
جیسے,ki terhan
پسند کیا,pasand
پسند کرتا ہے,pasand
پسند کرنا,pasand
شیر ہارٹ,lionhearted
منطقی,mantaqi
دیرپا,dairpa
پیارا,pyara
پیاری,lovably
محبت,mohabbat
پیار کرتا تھا,mohabbat
محبت,pyare pan
خوبصورت,khobsorat
عاشق,premi
محبت کرتا ہے,se mohabbat karta hai
محبت,mohabbat
کم قیمت,kam qeemat
کم قیمت,kam qeemat
کم قیمت,kam qeemat
کم خطرہ,kam khatray
کم قیمت,kam qeemat
وفادار,wafadar
وفاداری,wafadaari
اجاگر,feham
lucidly,lucidly
قسمت,qismat
خوش قسمت,khush
خوش قسمت,khush qismat tareen
خوش قسمت,luckiness
خوش قسمت,khush qismat
منافع بخش,munafe bakhash
برائٹ,bright
سر,sirsabz
چمک,aalok
فحش,dilkash
پرتعیش,ghany
عیش و عشرت,aish
پرتعیش,prtaysh
عیش و عشرت سے,aish
عیش و آرام کی,aish o aaraam ki
جادو,jaadoo
جادوئی,jaadoo
میگنیئموس,adar
maganimously,magnanimously
شاندار,shandaar
شاندار طریقے سے,shandaar
شاہی,shikwah
عظمت,Azmat
قابل انتظام,intizam
قابل تدوین,mein maneuverable
چمتکار,chamathkar
حیرت زدہ,taajjub
حیرت زدہ,taajjub
حیرت انگیز,shandaar
حیرت انگیز,shandaar
حیرت انگیز,shandaar andaaz
حیرت انگیز,marvelousness
حیرت,ajaebaat
ماسٹر,master
ماسٹر,ke masterful
مہارت سے,mahirana andaaz
شاہکار,shahkaar
ماسٹرز,aaqaon
مہارت,mahaarat
بے مثال,lajawab
بالغ,baaligh
پختہ,maturely
پختگی,pukhtagi
بامعنی,bamani
یادگار,yadgar
مہربان,reham karne wala
مہربانی سے,meharbani
رحمت,rehmat
میرٹ,merritt
خوشی سے,khushi
خوشی,lutaf
خوشی,merriness
میری,meri
mesmerize,mesmerize ki
mesmerized,se mesmerized
mesmerizes,mesmerizes
mesmerizing,mesmerizing hai
mesmerizingly,mesmerizingly
پیچیدہ,paicheeda
احتیاط سے,ahthyat
شدت سے,zor se
غالب,ghalib
ذہن اڑانے والا,dimagh urane
معجزہ,moujza
معجزات,Muajzaat
معجزانہ طور پر,mojizana tor par
معجزات,miraculousness
جدید,jadeed
معمولی,mamooli
لمحہ بہ لمحہ,ahem
یادگار,yadgar
یادگار,monumentally
اخلاقیات,ikhlaqiaat
حوصلہ افزائی,hosla afzai
کثیر مقصدی,kaseer maqsadi
صاف,saaf
صاف ستھرا,ke liye neatest
صاف ستھرا,safai
اچھا ہے,acha
اچھی طرح سے,achi terhan
اچھا,achay
نیکسٹ,sab se acha
نفٹی,nifty
نوبل,azeem
nobly,nobly
بے آواز,ghair aloodgi noiseless
عدم تشدد,Adam tashadud
غیر متشدد,Adam tashadud
خاص طور پر,ahem
قابل ذکر,qabil zikar
پرورش,parwarish
پرورش بخش,parwarish
غذائیت,ghiza
پرورش,Mushfiq
نخلستان,nakhlistan
جنون,junoon
جنون,obsessions ke
قابل حصول,vasuli
کھل کر,khil kar
کشادگی,kushadgi
زیادہ سے زیادہ,ziyada se ziyada
امید پرستی,rjayit
امید ہے,umeed
ترتیب,urdali
باہر,ziyada hona
آگے,se outdone
آؤٹفارفارم,out prfarm
بہتر کارکردگی کا مظاہرہ,behtar karkardagi ka muzahira
کارکردگی کا مظاہرہ کرنا,mug
کارکردگی,outperforms hai
آؤٹشائن,outshine ka
آؤٹ شون,pukarnay ka faisla
آؤٹ مارٹ,ko outsmart
شاندار,baqaya
بقایا,zabardast
آؤٹ اسٹریپ,Sabqat le
آؤٹ وٹ,ko outwit
ovation,istaqbaal
خوشی ہوئی,nihayat shadaman
اوورٹیک,aa
آگے نکل گیا,ghalib
اوورٹیکنگ,baala dasti haasil ho
اوورٹ ہوا,pakar liya
درد سے پاک,dard muft
بے درد,ba aasani
محل,shandaar
لاڈ,mutmaen
لاڈ,laad
لاڈ سے,pamperedly
لاڈ پن,pamperedness
pampers,pamper
Panoramic,panoramic nuqta
جنت,jannat
پیراماؤنٹ,paramount
معافی,maffi
شوق,jazba
پرجوش,pur josh
جوش و خروش سے,jazbati
صبر,sabr
صبر,sabr
صبر سے,sabr
پیٹریاٹ,Muhib watan
محب وطن,Muhib watan
امن,aman
پر امن,aman
پرامن,pramn
پرامن طور پر,pramn
امن کیپرز,aman
آڑو,aadu
پیپڈ,pepped
مرچ,pepping
پیپی,hai peppy
پیپ,peps
مکمل,kaamil
کمال,kamaal
بالکل,bilkul
جائز,jaaiz
استقامت,sabr
شخصیات,shaksiaat
ذاتی نوعیت کا,mshkhs
غیر معمولی,ghair mamooli
غیر معمولی,zabardast
تقویٰ,taqwa
پنیکل,sarbarahi
زندہ دل,chanchal
کھیل کے ساتھ,ke playfully
خوشگوار,Khushgawar
خوشگوار,Khushgawar
خوش,raazi
خوشی ہے,raazi
خوشی سے,pleasingly
خوشگوار طور پر,pleasurably
خوشی,khushi
بھرپور,bharpoor
پلس,ke pluses
پلس,plusses
شاعرانہ,shayarana
شاعرانہ,poeticize
شائستہ,tawazun
متشدد,tayyar
پالش,polish
شائستہ,shaista
شائستگی,adab
مقبول,maqbool
پورٹیبل,portibl
پوش,paash
مثبت,misbet
مثبت,misbet
مثبت,misbet
طاقتور,taaqatwar
طاقت کے ساتھ,taaqatwar
تعریف,tareef
تعریف,tareef
تعریف,hamd
پری نامور,pari naamwar
قیمتی,qeemti
عین مطابق,ain mutabiq
عین مطابق,khaas tor par
premanmant,numaya
ترجیح دیں,ko tarjeeh dete hain
ترجیحی,afizal
ترجیحی,prefered ki
ترجیح دیتا ہے,preferes
ترجیح,tarjeeh
ترجیح دیتا ہے,tarjeeh
پریمیئر,permier
وقار,Waqar
prettretly,prettily
خوبصورت,khobsorat
انمول,anmol
فخر,fakhr
اصولی,usooli
استحقاق,istehqaq
مراعات یافتہ,mara-aat Yafta tabqay ke
انعام,inaam
فعال,fa-aal
مسئلہ سے پاک,masla free
مسئلہ حل کرنے والا,masla solver ko
حیرت انگیز,prodigious ki
حیرت انگیز طور پر,prodigiously
prodigy,gani
پیداواری,pedawari
پیداواری طور پر,productively mein
عمومی,parveen
مہارت سے,proficiently
گہرا,gehra
ترقی,taraqqi
ترقی پسند,taraqqi
طفیلی,anthak
اہمیت,shohrat
نمایاں,mumtaz
وعدہ,wada
وعدہ,wada
وعدے,wadon
وعدہ,wada
پروموٹر,promotr
فوری طور پر,fori tor par
فوری طور پر,fori tor par
مناسب,munasib
مناسب طریقے سے,munasib tareeqay se
متنازعہ,mozoon
پیش گوئی کے ساتھ,propitiously
پیشہ,pesha
ترقی,Falah
خوشحالی,khushhali
خوشحال,khushaal
باہر,prospros
حفاظت کریں,hifazat
تحفظ,tahaffuz
حفاظتی,hifazati
فخر ہے,fakhr
ثابت,saabit
ثابت ہوتا ہے,saabit hota hai
ثابت کرنا,saabit
سمجھداری,voyk
محتاط,mohtaat
وقت کی پابند,paband
خالص,khalis
صاف کریں,pak
مقصد,ba maqsad
اہل,ahal
کوالیفائی کریں,ahal
تیز,taiz
خاموش,pursukoon
پرسکون,shore
تابکاری,chamak
تیز,taizi
ریپٹ,rapt ke
بے چین,raptureous
بے چین,raptureously
بے چین,rapturous
بے راہ روی,rapturously
عقلی,aqli
استرا تیز,astra taiz
قابل رسائی,lag raha
پڑھنے کے قابل,parhnay ke qabil
آسانی سے,aasani se
تیار,tayyar
تصدیق,ki toseeq
تصدیق,reaffirmation ke
حقیقت پسندانہ,haqeeqat
قابل فہم,vasuli
معقول,munasib
معقول حد تک,maqool hadd taq
استدلال,mudlal
یقین دہانی,yaqeen dehani
یقین دہانی,yaqeen dehani
قابل قبول,amaada
دوبارہ دعوی,dobarah haasil
بازیافت,sifarish
سفارش کریں,sifarish
سفارش,sifarish
سفارشات,sifarshaat
تجویز کیا گیا,sifarish
صلح,musalihat
مفاہمت,mafahmat
ریکارڈ ترتیب,record ki tarteeb
بازیافت,vasuli
بازیابی,vasuli
اصلاح,tarmeem
اصلاح کریں,ko behtar bananay
اصلاح کرنا,durust
چھٹکارا,chhurana
چھٹکارا,chhuranay
بہتر کریں,behtar
بہتر,behtar
تطہیر,adaigi
اصلاحات,islahat
اصلاح شدہ,islaah
اصلاح کرنا,islaah
اصلاحات,islahat
ریفریش,tar o tazah
تازہ دم,taaza dam
تازگی,taazgee
واپس کرنا,raqam ki wapsi
رقم کی واپسی,wapas
ریگل,rigl
باقاعدگی سے,regally
حوالے,silsilay
خوش ہوں,khush
خوشی,magan
خوشی سے,rejoicingly
جوان,jawan
جوان,ke rejuvenated
آرام دہ,par sukoon
ریلینٹ,dabnay
قابل اعتماد,qabil aetmaad
قابل اعتماد,mooatbar
امداد,relief
ریلش,lutaf
قابل ذکر,qabil zikar
نمایاں طور پر,qabil zikar
ریمیڈی,ilaaj
معافی,maffi
ادا کیا,remunerate
تجدید,tajdeed
شہرت,yash
مشہور,Maroof
تبدیل کرنے کے قابل,replaceable ke
معروف,Maroof
ساکھ,shohrat
لچکدار,lachak dar
ریزولوٹ,yaqeen
رونق,goonjna
بھرپور,bharpoor
وسائل,wasail
احترام,ehtram
قابل احترام,ehtram
احترام,ehtram
احترام سے,ehtram
مہلت,mohlat
ذمہ داری,zimma daari
ذمہ دار,zimma daar
آرام دہ,pursukoon
بحال,bahaal
تنظیم نو,tanzeem no
تنظیم نو,tanzeem no
پیچھے ہٹنا,khilnay
ریویل,lutaf andoz
وحی,wahi
تعبیر,ehtram
عقیدت,tazeem
عقیدت سے,ehtram
زندہ کریں,zindah
حیات نو,bahaali
زندہ کریں,bahaal
زندہ,zindah
انقلابی,inqalabi
انقلاب لائیں,inqilab
انقلاب آیا,inqilab
انقلاب لاتا ہے,revolutionizes hai
انعام,inaam
فائدہ مند,faida mand
انعام کے ساتھ,rewardingly
امیر,Ameer
امیر,Ameer
بھرپور طریقے سے,barray pemanay par
دائیں,haq
رائٹین,righten
نیک,Sadiq
راستباز,naik
صحیح,munasib
بجا طور پر,haq
صحیح طور پر,baja tor par
حق,rightness ki
خطرہ سے پاک,rissk free
مضبوط,mazboot
راک سٹار,raak star
راک اسٹارز,raak sitaron
راک سٹار,raak star
راک اسٹارز,rockstars
رومانوی,romantic
رومانٹک طور پر,romanvi
رومانٹک بنائیں,romanticize
رومیر,roomier
رومی,peela howa
گلابی,gulaabii
محفوظ,mehfooz
محفوظ طریقے سے,mehfooz tareeqay se
sagacity,tadbeer
sagely,sagely
سینٹ,senate
سنتلی,panni
سلام,salami
سمجھدار,samajh daar
اطمینان بخش,tasalii bakhash
اطمینان بخش,tasalii bakhash
مطمئن,mutmaen
مطمئن,mutmaen
مطمئن,mutmaen
اطمینان بخش,tasalii bakhash
مطمئن,satisified nahi
سیور,severe
بچت,bachat
پریمی,premi
قدرتی,khobsorat
ہموار,hamwar
تجربہ کار,tajurbah
محفوظ,mehfooz
محفوظ طریقے سے,mehfooz tareeqay se
منتخب,muntakhib
خود ارادیت,khud aradit
خود اعتمادی,izzat e nafs
خود اطمینان,khud itminan
خود کفالت,khud inhasari
خود کفیل,khud kafeel
احساس,ehsas
سنسنی خیز,sansani khaiz
سنسنی خیز,sensationally
احساسات,ehsas
سمجھدار,samajh daar
سمجھداری سے,samajhdaari se
حساس,hassas
پرسکون,sukoon
استحکام,istehkaam
سیکسی,"shehwani, shehwat angaiz"
تیز,taiz
تیز,taiz
تیز,ziyada
چمکتا ہوا,chamakti hui
چمکتے ہوئے,shimmeringly
چمک,chamak
چمکدار,chamakdar
اہم,ahem
خاموش,khamosh
آسان,aasaan
آسان ترین,aasaan
آسان,aasaan
آسانیاں,aasaan
آسان بنائیں,aasaan
آسان,aasaan bananay
مخلص,mukhlis
مخلص,aap ka mukhlis
اخلاص,ikhlaas
مہارت,mahaarat
ہنر مند,hunar mand
ہنرمند,qabil
مہارت سے,mahaarat
سلیمین,slammin
ہوشیار,hooshiyar
ہوشیار,hooshiyar
ہوشیار,hooshiyar
ہوشیار,hooshiyar
ہوشیاری سے,chalaki se
مسکراہٹ,muskurahat
مسکراہٹیں,muskorahatein
مسکراتے ہوئے,muskura
مسکراتے ہوئے,muskuratay hue
مارا,koota
ہموار,hamwar
ہموار,hamwar
ہموار,smoothes
تیز ترین,smoothest
آسانی سے,aasani se
snappy,taiz
snazzy,se snazzy
ملنسار,milansaar
نرم,naram
نرم,motadil
درخواست کے ساتھ,solicitously
ٹھوس,thos
یکجہتی,yakjahti
سوت,shant
سکون سے,soothingly
نفیس,nafees
اچھی طرح سے,sahih saabit
آواز,sahet
کشادہ,kushadah
چمک,chamak
چمکتا ہوا,chamak
شاندار,shandaar
حیرت انگیز طور پر,buri
تیزی سے,taizi se
تیز,jald
اسپیل بائنڈ,sehar
اسپیل بائنڈنگ,spellbinding
ہجے,spellbindingly
حوصلہ افزائی,josheelaa
روحانی,Rohani
شاندار,shandaar
شاندار طریقے سے,splendidly ki
شان,shaan
اچانک,achanak
استحکام,istehkaam
